X y
-1.309309309309309333e+00 1.448964183272961392e+00
-1.299299299299299326e+00 2.067888414356099158e+00
-1.289289289289289320e+00 2.788888005945647564e+00
-1.279279279279279313e+00 1.859585457615110071e+00
-1.269269269269269307e+00 2.834882289584499393e+00
-1.259259259259259300e+00 3.392640486572644498e-01
-1.249249249249249294e+00 2.419267628751260446e+00
-1.239239239239239287e+00 1.993369382084043906e+00
-1.229229229229229281e+00 1.776751745876635313e+00
-1.219219219219219275e+00 2.026227637092472555e+00
-1.209209209209209268e+00 7.936448374256503957e-01
-1.199199199199199262e+00 1.869398068498693943e+00
-1.189189189189189033e+00 2.230483759123264242e+00
-1.179179179179179027e+00 2.917967658076141113e+00
-1.169169169169169020e+00 1.735284115282058170e+00
-1.159159159159159014e+00 1.576165099525348889e+00
-1.149149149149149007e+00 1.775222050125554674e+00
-1.139139139139139001e+00 2.640532561912535936e+00
-1.129129129129128994e+00 2.303556972102117406e+00
-1.119119119119118988e+00 1.803465199061098367e+00
-1.109109109109108982e+00 2.444296796204350031e+00
-1.099099099099098975e+00 2.209597880960175953e+00
-1.089089089089088969e+00 2.747553360686100010e+00
-1.079079079079078962e+00 1.760149525054970132e+00
-1.069069069069068956e+00 1.999799108437735784e+00
-1.059059059059058949e+00 1.976146519532117063e+00
-1.049049049049048943e+00 1.348317457547155485e+00
-1.039039039039038936e+00 2.419113607680187350e+00
-1.029029029029028930e+00 2.413089619764390292e+00
-1.019019019019018923e+00 2.274539545456948364e+00
-1.009009009009008917e+00 2.145734206461398230e+00
-9.989989989989989105e-01 1.452279056271253310e+00
-9.889889889889889041e-01 2.064129322857301219e+00
-9.789789789789788976e-01 2.125902821615469840e+00
-9.689689689689688912e-01 1.865180185013575409e+00
-9.589589589589588847e-01 2.264790134561956325e+00
-9.489489489489488783e-01 2.619007090665299575e+00
-9.389389389389388718e-01 3.523303132317909814e+00
-9.289289289289288654e-01 2.511353294305710193e+00
-9.189189189189188589e-01 2.576151856055280298e+00
-9.089089089089088525e-01 2.391969087176936348e+00
-8.988988988988988460e-01 1.300388922472226927e+00
-8.888888888888888395e-01 2.450758341397136775e+00
-8.788788788788788331e-01 2.517819807646297647e+00
-8.688688688688688266e-01 3.974641964187868304e+00
-8.588588588588588202e-01 2.396295132843038189e+00
-8.488488488488488137e-01 2.707655132126894237e+00
-8.388388388388388073e-01 2.520914679918595969e+00
-8.288288288288288008e-01 1.855549934185037664e+00
-8.188188188188187944e-01 3.257465460480784003e+00
-8.088088088088087879e-01 3.037946606398851390e+00
-7.987987987987987815e-01 3.076420970027629931e+00
-7.887887887887887750e-01 2.071184343939973527e+00
-7.787787787787787686e-01 3.473508418393491226e+00
-7.687687687687687621e-01 1.805736209171478368e+00
-7.587587587587587556e-01 3.013976118142024152e+00
-7.487487487487487492e-01 3.991150252362864137e+00
-7.387387387387387427e-01 2.097570096813479168e+00
-7.287287287287287363e-01 2.367128269145243991e+00
-7.187187187187187298e-01 2.781712740974506826e+00
-7.087087087087087234e-01 2.434851544467217632e+00
-6.986986986986987169e-01 1.821553893312272354e+00
-6.886886886886887105e-01 2.808104751850583281e+00
-6.786786786786787040e-01 2.144599753746319060e+00
-6.686686686686686976e-01 3.081152455378105781e+00
-6.586586586586586911e-01 2.260357471471730051e+00
-6.486486486486486847e-01 3.756987670037550853e+00
-6.386386386386386782e-01 2.372090066640299977e+00
-6.286286286286286717e-01 2.663820147333651800e+00
-6.186186186186186653e-01 3.360182402493873788e+00
-6.086086086086086588e-01 2.148568497226714058e+00
-5.985985985985986524e-01 3.038578062864579543e+00
-5.885885885885886459e-01 3.701402769686573890e+00
-5.785785785785786395e-01 1.967642191395395646e+00
-5.685685685685686330e-01 3.057927462266529783e+00
-5.585585585585586266e-01 3.118091838711216202e+00
-5.485485485485486201e-01 3.446270900243562973e+00
-5.385385385385386137e-01 2.250021765665342954e+00
-5.285285285285286072e-01 2.214933239356641437e+00
-5.185185185185186008e-01 3.335387161592360705e+00
-5.085085085085085943e-01 3.215428041177148977e+00
-4.984984984984985878e-01 3.202547962459778130e+00
-4.884884884884885814e-01 3.275136192965452775e+00
-4.784784784784785749e-01 2.674267449335187674e+00
-4.684684684684685685e-01 3.236649515593899462e+00
-4.584584584584585620e-01 3.288155796291520883e+00
-4.484484484484485556e-01 2.698716476511506368e+00
-4.384384384384385491e-01 4.261807049029195937e+00
-4.284284284284285427e-01 3.441657109904429745e+00
-4.184184184184185362e-01 2.457590274050783119e+00
-4.084084084084085298e-01 3.581319552567685083e+00
-3.983983983983985233e-01 2.617593400266009507e+00
-3.883883883883882948e-01 3.689668179662888292e+00
-3.783783783783782884e-01 3.927589779836874850e+00
-3.683683683683682819e-01 2.755038056436421190e+00
-3.583583583583582755e-01 3.840488140009055584e+00
-3.483483483483482690e-01 3.525146033639376064e+00
-3.383383383383382625e-01 3.785728588489186475e+00
-3.283283283283282561e-01 4.445583297099875431e+00
-3.183183183183182496e-01 3.175289652920799899e+00
-3.083083083083082432e-01 2.885295838923043643e+00
-2.982982982982982367e-01 2.818843894777238290e+00
-2.882882882882882303e-01 2.878081396588304308e+00
-2.782782782782782238e-01 3.336321556934120025e+00
-2.682682682682682174e-01 3.602288782487583330e+00
-2.582582582582582109e-01 3.578627092210624028e+00
-2.482482482482482045e-01 3.923937577049241732e+00
-2.382382382382381980e-01 3.450443777769386600e+00
-2.282282282282281916e-01 4.329778103952047985e+00
-2.182182182182181851e-01 3.313878572729898941e+00
-2.082082082082081786e-01 5.119789187641458739e+00
-1.981981981981981722e-01 3.878103111361705935e+00
-1.881881881881881657e-01 3.003423183867948154e+00
-1.781781781781781593e-01 2.890197233896064866e+00
-1.681681681681681528e-01 3.837231196893658769e+00
-1.581581581581581464e-01 3.428685091567252208e+00
-1.481481481481481399e-01 4.006178074233032405e+00
-1.381381381381381335e-01 3.876735367536919163e+00
-1.281281281281281270e-01 3.564110460213683940e+00
-1.181181181181181206e-01 3.114746591981779389e+00
-1.081081081081081141e-01 2.728929503026318759e+00
-9.809809809809810766e-02 3.384943881612640038e+00
-8.808808808808810120e-02 4.181707144461951131e+00
-7.807807807807809475e-02 3.811339129361004829e+00
-6.806806806806808829e-02 2.950454630670704681e+00
-5.805805805805808184e-02 3.816821468423621688e+00
-4.804804804804807539e-02 3.959118355765229857e+00
-3.803803803803806893e-02 3.212628481222262966e+00
-2.802802802802806248e-02 3.850193021525274428e+00
-1.801801801801805603e-02 3.807898204040572665e+00
-8.008008008008049572e-03 3.102205809289613647e+00
2.002002002002178926e-03 4.017675419211973242e+00
1.201201201201218538e-02 4.154488733838959114e+00
2.202202202202219183e-02 4.482863778938199317e+00
3.203203203203219829e-02 4.480329279268989495e+00
4.204204204204220474e-02 3.036461442288808321e+00
5.205205205205221120e-02 3.315383054129004581e+00
6.206206206206221765e-02 4.202114253418288925e+00
7.207207207207222410e-02 4.216379678655433061e+00
8.208208208208223056e-02 4.232151734906751450e+00
9.209209209209223701e-02 6.249777032530970722e+00
1.021021021021022435e-01 4.295687459569053068e+00
1.121121121121122499e-01 4.649507552276527456e+00
1.221221221221222564e-01 4.555584241279104774e+00
1.321321321321322628e-01 4.389032948981676618e+00
1.421421421421422693e-01 3.824051666429005625e+00
1.521521521521522757e-01 4.483609760524188026e+00
1.621621621621622822e-01 3.579548114520699542e+00
1.721721721721722886e-01 3.916167094214252575e+00
1.821821821821822951e-01 3.782055144575810601e+00
1.921921921921923015e-01 4.137412771920081056e+00
2.022022022022023080e-01 5.492098443307408040e+00
2.122122122122123145e-01 2.997959202763269104e+00
2.222222222222223209e-01 4.545089447558041229e+00
2.322322322322323274e-01 3.180718825634556879e+00
2.422422422422423338e-01 3.880204243889702642e+00
2.522522522522523403e-01 4.831748736558797219e+00
2.622622622622623467e-01 4.231961404850670405e+00
2.722722722722723532e-01 3.561761541650824370e+00
2.822822822822823596e-01 3.794241197867441961e+00
2.922922922922923661e-01 4.646197087799243342e+00
3.023023023023023725e-01 3.815233474423171067e+00
3.123123123123123790e-01 4.398343622217653071e+00
3.223223223223223854e-01 4.310826587425771628e+00
3.323323323323323919e-01 3.907538289935007736e+00
3.423423423423423984e-01 5.599879967108708279e+00
3.523523523523524048e-01 4.708879941919335010e+00
3.623623623623624113e-01 3.128457991548978967e+00
3.723723723723724177e-01 4.470431147420214302e+00
3.823823823823824242e-01 3.976501694712540225e+00
3.923923923923924306e-01 4.900048589466322824e+00
4.024024024024024371e-01 3.928091160543982774e+00
4.124124124124124435e-01 4.349776753738479051e+00
4.224224224224224500e-01 4.736626001021907229e+00
4.324324324324324564e-01 4.968101765150720439e+00
4.424424424424424629e-01 3.743485819430197203e+00
4.524524524524524693e-01 4.277977937174108902e+00
4.624624624624624758e-01 4.208726506997119365e+00
4.724724724724724823e-01 4.116711169164481099e+00
4.824824824824824887e-01 5.582996267892381681e+00
4.924924924924924952e-01 4.781727765315311629e+00
5.025025025025025016e-01 3.797223381152726063e+00
5.125125125125125081e-01 5.119485937001633680e+00
5.225225225225225145e-01 5.857077501991362567e+00
5.325325325325325210e-01 5.218277955129486223e+00
5.425425425425425274e-01 3.702191834241405299e+00
5.525525525525525339e-01 4.338288385109077439e+00
5.625625625625625403e-01 5.403990533355816694e+00
5.725725725725725468e-01 4.234257179487589617e+00
5.825825825825825532e-01 4.940165530761610135e+00
5.925925925925925597e-01 5.153669320946490551e+00
6.026026026026025662e-01 4.147745620957053347e+00
6.126126126126125726e-01 4.683203705281838047e+00
6.226226226226225791e-01 2.789173529892489789e+00
6.326326326326325855e-01 4.134316364148374667e+00
6.426426426426425920e-01 4.612423073128066875e+00
6.526526526526525984e-01 4.030309069800068755e+00
6.626626626626626049e-01 5.773440776352974702e+00
6.726726726726726113e-01 3.950924182232628645e+00
6.826826826826826178e-01 4.559997332005832682e+00
6.926926926926926242e-01 4.917483385410693408e+00
7.027027027027026307e-01 5.718818027493722589e+00
7.127127127127126371e-01 4.007551778361404970e+00
7.227227227227226436e-01 5.581982335377059457e+00
7.327327327327326500e-01 4.905238935710850789e+00
7.427427427427426565e-01 4.325208923485343249e+00
7.527527527527526630e-01 5.206391213687091124e+00
7.627627627627626694e-01 5.063579961488225756e+00
7.727727727727726759e-01 4.599029032863881206e+00
7.827827827827826823e-01 5.016055425168184811e+00
7.927927927927926888e-01 4.758001031072132569e+00
8.028028028028026952e-01 5.072314611354951985e+00
8.128128128128127017e-01 5.416497623931846306e+00
8.228228228228227081e-01 5.985844323921444499e+00
8.328328328328327146e-01 4.306559949953139288e+00
8.428428428428427210e-01 6.344084289058023352e+00
8.528528528528527275e-01 3.908026599565777470e+00
8.628628628628627339e-01 5.003223237272943713e+00
8.728728728728727404e-01 5.462299633200053961e+00
8.828828828828827469e-01 5.292919444965343168e+00
8.928928928928927533e-01 4.765719627446982187e+00
9.029029029029027598e-01 5.029481004139988443e+00
9.129129129129127662e-01 4.873568808574068711e+00
9.229229229229227727e-01 4.830765530217856707e+00
9.329329329329327791e-01 5.709160657612013523e+00
9.429429429429427856e-01 5.428623705993442350e+00
9.529529529529527920e-01 4.813683672273036507e+00
9.629629629629627985e-01 5.784204369704394111e+00
9.729729729729728049e-01 5.443839171985423775e+00
9.829829829829828114e-01 5.762191745777849761e+00
9.929929929929928178e-01 5.667266794643656347e+00
1.003003003003002824e+00 4.807107497951260022e+00
1.013013013013012831e+00 4.983410895401337193e+00
1.023023023023022837e+00 5.782910697608490302e+00
1.033033033033032844e+00 5.715771708809627150e+00
1.043043043043042850e+00 5.352023608186074810e+00
1.053053053053052857e+00 5.449976009564847956e+00
1.063063063063062863e+00 6.161193532067648526e+00
1.073073073073072869e+00 5.054666776308110343e+00
1.083083083083082876e+00 5.752883053326645957e+00
1.093093093093092882e+00 5.318324048179301933e+00
1.103103103103102889e+00 5.324045932718321161e+00
1.113113113113112895e+00 6.128935780861983318e+00
1.123123123123122902e+00 5.979934494077501661e+00
1.133133133133132908e+00 5.987805481300082278e+00
1.143143143143142915e+00 6.298001999007310836e+00
1.153153153153152921e+00 5.542332034709383848e+00
1.163163163163162928e+00 5.953916527521721846e+00
1.173173173173172934e+00 5.373599705803685289e+00
1.183183183183182940e+00 5.769274586267838956e+00
1.193193193193192947e+00 5.511703957169178381e+00
1.203203203203202953e+00 5.663002383800434636e+00
1.213213213213213404e+00 5.976914035081968279e+00
1.223223223223223410e+00 5.143902424894751135e+00
1.233233233233233417e+00 6.905282215261125955e+00
1.243243243243243423e+00 5.061254435965043541e+00
1.253253253253253430e+00 4.951366712207240894e+00
1.263263263263263436e+00 6.389761418994935660e+00
1.273273273273273443e+00 6.184907526287671153e+00
1.283283283283283449e+00 6.099396815156217677e+00
1.293293293293293456e+00 6.116947245498507435e+00
1.303303303303303462e+00 5.747606891246806349e+00
1.313313313313313468e+00 5.231617347078470814e+00
1.323323323323323475e+00 5.830467719901220924e+00
1.333333333333333481e+00 5.393702973092732833e+00
1.343343343343343488e+00 6.400086855065665326e+00
1.353353353353353494e+00 5.741795601128746540e+00
1.363363363363363501e+00 5.349746726969537569e+00
1.373373373373373507e+00 5.667228555068263951e+00
1.383383383383383514e+00 6.122833947640449637e+00
1.393393393393393520e+00 5.551855358407705054e+00
1.403403403403403527e+00 5.411772867765246353e+00
1.413413413413413533e+00 6.066332447015267526e+00
1.423423423423423539e+00 6.082115077800368752e+00
1.433433433433433546e+00 5.645984244927472417e+00
1.443443443443443552e+00 5.682542181794171476e+00
1.453453453453453559e+00 6.119410142594762014e+00
1.463463463463463565e+00 5.126344590296800341e+00
1.473473473473473572e+00 5.165731945584276730e+00
1.483483483483483578e+00 5.594158692473762962e+00
1.493493493493493585e+00 5.912171949213131938e+00
1.503503503503503591e+00 6.241799794614057539e+00
1.513513513513513598e+00 6.955484000440001147e+00
1.523523523523523604e+00 6.599881059206496481e+00
1.533533533533533610e+00 6.004337182322244004e+00
1.543543543543543617e+00 6.103905590573702078e+00
1.553553553553553623e+00 5.528812711547645087e+00
1.563563563563563630e+00 6.134237463749911079e+00
1.573573573573573636e+00 5.987165177008277439e+00
1.583583583583583643e+00 6.369006511578228391e+00
1.593593593593593649e+00 5.694051824258996142e+00
1.603603603603603656e+00 6.517013313950108078e+00
1.613613613613613662e+00 7.140063768221966534e+00
1.623623623623623669e+00 6.170179346361320150e+00
1.633633633633633675e+00 6.491477483709815033e+00
1.643643643643643681e+00 6.679551860492132676e+00
1.653653653653653688e+00 6.039748197348978387e+00
1.663663663663663694e+00 6.429950984581744855e+00
1.673673673673673701e+00 6.318065950979587342e+00
1.683683683683683707e+00 6.384131184654823876e+00
1.693693693693693714e+00 5.876734670227260260e+00
1.703703703703703720e+00 6.370261660110920765e+00
1.713713713713713727e+00 6.669369545317840320e+00
1.723723723723723733e+00 7.256271750262610176e+00
1.733733733733733740e+00 6.976163096251724482e+00
1.743743743743743746e+00 7.707525090122548939e+00
1.753753753753753752e+00 5.970222092897800259e+00
1.763763763763763759e+00 6.969038027678052138e+00
1.773773773773773765e+00 6.570665864103671261e+00
1.783783783783783772e+00 7.789557435606278446e+00
1.793793793793793778e+00 6.005711719477599075e+00
1.803803803803803785e+00 6.001872600397240021e+00
1.813813813813813791e+00 6.161085133454307083e+00
1.823823823823823798e+00 5.261398301149851520e+00
1.833833833833833804e+00 6.235297737742294011e+00
1.843843843843843811e+00 6.110286168833546583e+00
1.853853853853853817e+00 6.671017052666504910e+00
1.863863863863863823e+00 6.800849381262090709e+00
1.873873873873873830e+00 7.736513314340341729e+00
1.883883883883883836e+00 7.196080128737455617e+00
1.893893893893893843e+00 6.294698647443398798e+00
1.903903903903903849e+00 6.116807053046840359e+00
1.913913913913913856e+00 6.966022373774773513e+00
1.923923923923923862e+00 5.893745961673499956e+00
1.933933933933933869e+00 7.799776160413512294e+00
1.943943943943943875e+00 7.423579988348687486e+00
1.953953953953953881e+00 6.449425539668107277e+00
1.963963963963963888e+00 5.718065228491418850e+00
1.973973973973973894e+00 7.573284385460208767e+00
1.983983983983983901e+00 6.707252068824404390e+00
1.993993993993993907e+00 7.533680778175067871e+00
2.004004004004004358e+00 5.849349410729386634e+00
2.014014014014014364e+00 6.461396007248757734e+00
2.024024024024024371e+00 6.839182255866946392e+00
2.034034034034034377e+00 6.879239407309897025e+00
2.044044044044044384e+00 6.596026783178520425e+00
2.054054054054054390e+00 7.254791040489580567e+00
2.064064064064064397e+00 6.255523838466539921e+00
2.074074074074074403e+00 6.825683420098335397e+00
2.084084084084084409e+00 6.998303505153265824e+00
2.094094094094094416e+00 7.249804441576390701e+00
2.104104104104104422e+00 7.383125083009490552e+00
2.114114114114114429e+00 6.296385916068450328e+00
2.124124124124124435e+00 6.065717683744813016e+00
2.134134134134134442e+00 7.767807294340307145e+00
2.144144144144144448e+00 7.215604623403971907e+00
2.154154154154154455e+00 6.582139309297299512e+00
2.164164164164164461e+00 7.976937431559759872e+00
2.174174174174174468e+00 7.130666041836976277e+00
2.184184184184184474e+00 7.783854586714572754e+00
2.194194194194194480e+00 7.131802380137356678e+00
2.204204204204204487e+00 8.342755061235498815e+00
2.214214214214214493e+00 8.174525826787244043e+00
2.224224224224224500e+00 6.986957847248892683e+00
2.234234234234234506e+00 7.734293921923964810e+00
2.244244244244244513e+00 7.553591936117455496e+00
2.254254254254254519e+00 8.002560315900790755e+00
2.264264264264264526e+00 6.617442320048334103e+00
2.274274274274274532e+00 7.623042287410474849e+00
2.284284284284284539e+00 7.861481118536179480e+00
2.294294294294294545e+00 6.186197749587573291e+00
2.304304304304304551e+00 6.546501348856991420e+00
2.314314314314314558e+00 6.047932164815411404e+00
2.324324324324324564e+00 7.124842385819752266e+00
2.334334334334334571e+00 7.732026854979078934e+00
2.344344344344344577e+00 8.217930747774133238e+00
2.354354354354354584e+00 7.375988399783397043e+00
2.364364364364364590e+00 8.323715873889321770e+00
2.374374374374374597e+00 6.533500686632627286e+00
2.384384384384384603e+00 6.354547112963484068e+00
2.394394394394394610e+00 7.358262972253620582e+00
2.404404404404404616e+00 7.637045875970191133e+00
2.414414414414414622e+00 7.402004772765166329e+00
2.424424424424424629e+00 6.196171376612710446e+00
2.434434434434434635e+00 7.398179627943978431e+00
2.444444444444444642e+00 6.683984966363754943e+00
2.454454454454454648e+00 7.883485210979705116e+00
2.464464464464464655e+00 7.716655644354805332e+00
2.474474474474474661e+00 6.947783839915298465e+00
2.484484484484484668e+00 7.218406576324710500e+00
2.494494494494494674e+00 6.906213628608370847e+00
2.504504504504504681e+00 7.519149298392854064e+00
2.514514514514514687e+00 8.144857164072515587e+00
2.524524524524524693e+00 6.995351158985460671e+00
2.534534534534534700e+00 7.904229711112508383e+00
2.544544544544544706e+00 7.298662245793352099e+00
2.554554554554554713e+00 7.156108132474425787e+00
2.564564564564564719e+00 7.582628630874111764e+00
2.574574574574574726e+00 7.040716468410237461e+00
2.584584584584584732e+00 7.344687293668568095e+00
2.594594594594594739e+00 6.973165156338582804e+00
2.604604604604604745e+00 8.885741986656739755e+00
2.614614614614614752e+00 7.743080053104959504e+00
2.624624624624624758e+00 7.317101632141385537e+00
2.634634634634634764e+00 7.880339898392485054e+00
2.644644644644644771e+00 7.699570137152469407e+00
2.654654654654654777e+00 7.649400222262048743e+00
2.664664664664664784e+00 8.165497017023051640e+00
2.674674674674674790e+00 8.266516638040394938e+00
2.684684684684684797e+00 7.508726338460710359e+00
2.694694694694694803e+00 7.496551097655234308e+00
2.704704704704704810e+00 7.692026038766070606e+00
2.714714714714714816e+00 6.490919373230720879e+00
2.724724724724724823e+00 6.977972449767955609e+00
2.734734734734734829e+00 8.722226662568816735e+00
2.744744744744744835e+00 8.904097745217887550e+00
2.754754754754754842e+00 7.782710508398305471e+00
2.764764764764764848e+00 8.293081324980606794e+00
2.774774774774774855e+00 8.148912254888283968e+00
2.784784784784784861e+00 9.824505662250320626e+00
2.794794794794794868e+00 8.663937139052938718e+00
2.804804804804804874e+00 7.930456652318746968e+00
2.814814814814814881e+00 7.448897957861966290e+00
2.824824824824824887e+00 7.073369445082693829e+00
2.834834834834834894e+00 8.174330433772585280e+00
2.844844844844844900e+00 7.613456820096685007e+00
2.854854854854854906e+00 7.228930056523677372e+00
2.864864864864864913e+00 7.709353566751781628e+00
2.874874874874874919e+00 7.463383510143675181e+00
2.884884884884884926e+00 9.139612308370866245e+00
2.894894894894894932e+00 8.671326196512012530e+00
2.904904904904904939e+00 8.152573772567386357e+00
2.914914914914914945e+00 9.060338855706387307e+00
2.924924924924924952e+00 8.233808371975957385e+00
2.934934934934934958e+00 7.685631881605443638e+00
2.944944944944944965e+00 9.131291863779210871e+00
2.954954954954954971e+00 8.555778458643226614e+00
2.964964964964964977e+00 7.625099754851573763e+00
2.974974974974974984e+00 8.148259255612297025e+00
2.984984984984984990e+00 7.752106525446622598e+00
2.994994994994994997e+00 7.462812653913890593e+00
3.005005005005005003e+00 8.863214036026491272e+00
3.015015015015015010e+00 9.468172506804600985e+00
3.025025025025025016e+00 7.498396993246053022e+00
3.035035035035035023e+00 8.690334094566894763e+00
3.045045045045045029e+00 7.977182026094471468e+00
3.055055055055055035e+00 8.090307352323764079e+00
3.065065065065065042e+00 8.042161243054275488e+00
3.075075075075075048e+00 7.894218150804722889e+00
3.085085085085085055e+00 8.456740604394523686e+00
3.095095095095095061e+00 7.944072572796019749e+00
3.105105105105105068e+00 8.619931753125561258e+00
3.115115115115115074e+00 8.442529807003190001e+00
3.125125125125125081e+00 8.344318859567842139e+00
3.135135135135135087e+00 7.958164505477744122e+00
3.145145145145145094e+00 8.171654919376717174e+00
3.155155155155155100e+00 8.985967468228185595e+00
3.165165165165165106e+00 8.848298060322376202e+00
3.175175175175175113e+00 7.976229615883632107e+00
3.185185185185185119e+00 8.637377161035313833e+00
3.195195195195195126e+00 9.043625066815865310e+00
3.205205205205205132e+00 7.606164639134984640e+00
3.215215215215215139e+00 8.948838938250784025e+00
3.225225225225225145e+00 8.240263582470330306e+00
3.235235235235235152e+00 8.995212054008748126e+00
3.245245245245245158e+00 8.209912373942357178e+00
3.255255255255255165e+00 7.599953622484171056e+00
3.265265265265265171e+00 7.721372435167999981e+00
3.275275275275275177e+00 8.741763880909742213e+00
3.285285285285285184e+00 8.883761428960816886e+00
3.295295295295295190e+00 8.200352967880297328e+00
3.305305305305305197e+00 9.141113433224381524e+00
3.315315315315315203e+00 7.776060935611596392e+00
3.325325325325325210e+00 8.748340108799597559e+00
3.335335335335335216e+00 8.076393283145529622e+00
3.345345345345345223e+00 8.426916353336721954e+00
3.355355355355355229e+00 8.861472235822880350e+00
3.365365365365365236e+00 8.331800028877676567e+00
3.375375375375375242e+00 8.632329736525168329e+00
3.385385385385385248e+00 9.481853763606741481e+00
3.395395395395395255e+00 8.546957971379203656e+00
3.405405405405405261e+00 9.409523375347193408e+00
3.415415415415415268e+00 8.245299010328551503e+00
3.425425425425425274e+00 9.256020644887307469e+00
3.435435435435435281e+00 9.818094325547892964e+00
3.445445445445445287e+00 7.485181468091794521e+00
3.455455455455455294e+00 8.505046029900896087e+00
3.465465465465465300e+00 9.344441474506520962e+00
3.475475475475475307e+00 8.891385981587417220e+00
3.485485485485485313e+00 9.250915752251012592e+00
3.495495495495495319e+00 8.680852131213750766e+00
3.505505505505505326e+00 9.110212130741997427e+00
3.515515515515515332e+00 8.979866932038024885e+00
3.525525525525525339e+00 9.788957525284171624e+00
3.535535535535535345e+00 9.255955809284030167e+00
3.545545545545545352e+00 9.320879915563439866e+00
3.555555555555555358e+00 8.886207153659851699e+00
3.565565565565565365e+00 8.855784613904852165e+00
3.575575575575575371e+00 8.903828450671589678e+00
3.585585585585585378e+00 9.415049663805355351e+00
3.595595595595595384e+00 8.940802704901235742e+00
3.605605605605605390e+00 9.382273322546256011e+00
3.615615615615615397e+00 1.046866390261068602e+01
3.625625625625625403e+00 9.761113260497452870e+00
3.635635635635635410e+00 9.057839334152747668e+00
3.645645645645645416e+00 9.989196821766835654e+00
3.655655655655655423e+00 9.038638259670552344e+00
3.665665665665665429e+00 8.075623777391784941e+00
3.675675675675675436e+00 8.708661726963070393e+00
3.685685685685685442e+00 8.206053375913015202e+00
3.695695695695695449e+00 9.132635453118757241e+00
3.705705705705705455e+00 9.369609586072289886e+00
3.715715715715715461e+00 1.037943596093874277e+01
3.725725725725725468e+00 9.584745012847085022e+00
3.735735735735735474e+00 9.272143286318284439e+00
